"ENSEMBL" "SYMBOL" "GENENAME"
"5687" "ENSG00000131864" "USP29" "ubiquitin specific peptidase 29"
"5688" "ENSG00000131871" "SELENOS" "selenoprotein S"
"5689" "ENSG00000131873" "CHSY1" "chondroitin sulfate synthase 1"
"5690" "ENSG00000131876" "SNRPA1" "small nuclear ribonucleoprotein polypeptide A'"
"5692" "ENSG00000131914" "LIN28A" "lin-28 homolog A"
"5693" "ENSG00000131931" "THAP1" "THAP domain containing 1"
"5696" "ENSG00000131944" "FAAP24" "FA core complex associated protein 24"
"5697" "ENSG00000131951" "LRRC9" "leucine rich repeat containing 9"
"5699" "ENSG00000131969" "ABHD12B" "abhydrolase domain containing 12B"
"5700" "ENSG00000131979" "GCH1" "GTP cyclohydrolase 1"
"5702" "ENSG00000132000" "PODNL1" "podocan like 1"
"5704" "ENSG00000132003" "ZSWIM4" "zinc finger SWIM-type containing 4"
"5705" "ENSG00000132004" "FBXW9" "F-box and WD repeat domain containing 9"
"5706" "ENSG00000132005" "RFX1" "regulatory factor X1"
"5707" "ENSG00000132010" "ZNF20" "zinc finger protein 20"
"5708" "ENSG00000132016" "C19orf57" "chromosome 19 open reading frame 57"
"5709" "ENSG00000132017" "DCAF15" "DDB1 and CUL4 associated factor 15"
"5712" "ENSG00000132122" "SPATA6" "spermatogenesis associated 6"
"5714" "ENSG00000132141" "CCT6B" "chaperonin containing TCP1 subunit 6B"
"5715" "ENSG00000132153" "DHX30" "DExH-box helicase 30"
"5717" "ENSG00000132170" "PPARG" "peroxisome proliferator activated receptor gamma"
"5718" "ENSG00000132182" "NUP210" "nucleoporin 210"
"5719" "ENSG00000132185" "FCRLA" "Fc receptor like A"
"5720" "ENSG00000132196" "HSD17B7" "hydroxysteroid 17-beta dehydrogenase 7"
"5721" "ENSG00000132199" "ENOSF1" "enolase superfamily member 1"
"5722" "ENSG00000132205" "EMILIN2" "elastin microfibril interfacer 2"
"5723" "ENSG00000132207" "SLX1A" "SLX1 homolog A, structure-specific endonuclease subunit"
"5724" "ENSG00000132254" "ARFIP2" "ADP ribosylation factor interacting protein 2"
"5726" "ENSG00000132259" "CNGA4" "cyclic nucleotide gated channel subunit alpha 4"
"5727" "ENSG00000132274" "TRIM22" "tripartite motif containing 22"
"5728" "ENSG00000132275" "RRP8" "ribosomal RNA processing 8"
"5729" "ENSG00000132286" "TIMM10B" "translocase of inner mitochondrial membrane 10B"
"5731" "ENSG00000132297" "HHLA1" "HERV-H LTR-associating 1"
"5734" "ENSG00000132313" "MRPL35" "mitochondrial ribosomal protein L35"
"5735" "ENSG00000132321" "IQCA1" "IQ motif containing with AAA domain 1"
"5736" "ENSG00000132323" "ILKAP" "ILK associated serine/threonine phosphatase"
"5737" "ENSG00000132326" "PER2" "period circadian regulator 2"
"5738" "ENSG00000132329" "RAMP1" "receptor activity modifying protein 1"
"5739" "ENSG00000132330" "SCLY" "selenocysteine lyase"
"5740" "ENSG00000132334" "PTPRE" "protein tyrosine phosphatase receptor type E"
"5741" "ENSG00000132341" "RAN" "RAN, member RAS oncogene family"
"5744" "ENSG00000132359" "RAP1GAP2" "RAP1 GTPase activating protein 2"
"5747" "ENSG00000132382" "MYBBP1A" "MYB binding protein 1a"
"5748" "ENSG00000132383" "RPA1" "replication protein A1"
"5749" "ENSG00000132386" "SERPINF1" "serpin family F member 1"
"5751" "ENSG00000132394" "EEFSEC" "eukaryotic elongation factor, selenocysteine-tRNA specific"
"5753" "ENSG00000132406" "TMEM128" "transmembrane protein 128"
"5754" "ENSG00000132423" "COQ3" "coenzyme Q3, methyltransferase"
"5756" "ENSG00000132432" "SEC61G" "SEC61 translocon gamma subunit"
"5757" "ENSG00000132434" "LANCL2" "LanC like 2"
"5758" "ENSG00000132436" "FIGNL1" "fidgetin like 1"
"5760" "ENSG00000132464" "ENAM" "enamelin"
"5761" "ENSG00000132465" "JCHAIN" "joining chain of multimeric IgA and IgM"
"5763" "ENSG00000132467" "UTP3" "UTP3 small subunit processome component"
"5766" "ENSG00000132475" "H3-3B" "H3.3 histone B"
"5767" "ENSG00000132478" "UNK" "unk zinc finger"
"5768" "ENSG00000132481" "TRIM47" "tripartite motif containing 47"
"5769" "ENSG00000132485" "ZRANB2" "zinc finger RANBP2-type containing 2"
"5771" "ENSG00000132510" "KDM6B" "lysine demethylase 6B"
"5772" "ENSG00000132514" "CLEC10A" "C-type lectin domain containing 10A"
"5773" "ENSG00000132517" "SLC52A1" "solute carrier family 52 member 1"
"5775" "ENSG00000132530" "XAF1" "XIAP associated factor 1"
"5776" "ENSG00000132535" "DLG4" "discs large MAGUK scaffold protein 4"
"5777" "ENSG00000132541" "RIDA" "reactive intermediate imine deaminase A homolog"
"5779" "ENSG00000132554" "RGS22" "regulator of G protein signaling 22"
"5780" "ENSG00000132561" "MATN2" "matrilin 2"
"5781" "ENSG00000132563" "REEP2" "receptor accessory protein 2"
"5782" "ENSG00000132570" "PCBD2" "pterin-4 alpha-carbinolamine dehydratase 2"
"5784" "ENSG00000132589" "FLOT2" "flotillin 2"
"5786" "ENSG00000132600" "PRMT7" "protein arginine methyltransferase 7"
"5789" "ENSG00000132612" "VPS4A" "vacuolar protein sorting 4 homolog A"
"5790" "ENSG00000132613" "MTSS2" "MTSS I-BAR domain containing 2"
"5791" "ENSG00000132623" "ANKEF1" "ankyrin repeat and EF-hand domain containing 1"
"5792" "ENSG00000132635" "PCED1A" "PC-esterase domain containing 1A"
"5793" "ENSG00000132640" "BTBD3" "BTB domain containing 3"
"5794" "ENSG00000132646" "PCNA" "proliferating cell nuclear antigen"
"5795" "ENSG00000132661" "NXT1" "nuclear transport factor 2 like export factor 1"
"5796" "ENSG00000132664" "POLR3F" "RNA polymerase III subunit F"
"5800" "ENSG00000132677" "RHBG" "Rh family B glycoprotein (gene/pseudogene)"
"5801" "ENSG00000132680" "KHDC4" "KH domain containing 4, pre-mRNA splicing factor"
"5802" "ENSG00000132681" "ATP1A4" "ATPase Na+/K+ transporting subunit alpha 4"
"5803" "ENSG00000132692" "BCAN" "brevican"
"5806" "ENSG00000132704" "FCRL2" "Fc receptor like 2"
"5807" "ENSG00000132716" "DCAF8" "DDB1 and CUL4 associated factor 8"
"5808" "ENSG00000132718" "SYT11" "synaptotagmin 11"
"5809" "ENSG00000132740" "IGHMBP2" "immunoglobulin mu DNA binding protein 2"
"5810" "ENSG00000132744" "ACY3" "aminoacylase 3"
"5811" "ENSG00000132746" "ALDH3B2" "aldehyde dehydrogenase 3 family member B2"
"5812" "ENSG00000132749" "TESMIN" "testis expressed metallothionein like protein"
"5813" "ENSG00000132763" "MMACHC" "metabolism of cobalamin associated C"
"5814" "ENSG00000132768" "DPH2" "diphthamide biosynthesis 2"
"5816" "ENSG00000132780" "NASP" "nuclear autoantigenic sperm protein"
"5817" "ENSG00000132781" "MUTYH" "mutY DNA glycosylase"
"5819" "ENSG00000132793" "LPIN3" "lipin 3"
"5820" "ENSG00000132801" "ZSWIM3" "zinc finger SWIM-type containing 3"
"5822" "ENSG00000132821" "VSTM2L" "V-set and transmembrane domain containing 2 like"
"5825" "ENSG00000132825" "PPP1R3D" "protein phosphatase 1 regulatory subunit 3D"
"5826" "ENSG00000132837" "DMGDH" "dimethylglycine dehydrogenase"
"5827" "ENSG00000132840" "BHMT2" "betaine--homocysteine S-methyltransferase 2"
"5828" "ENSG00000132842" "AP3B1" "adaptor related protein complex 3 subunit beta 1"
"5829" "ENSG00000132846" "ZBED3" "zinc finger BED-type containing 3"
"5830" "ENSG00000132849" "PATJ" "PATJ crumbs cell polarity complex component"
"5831" "ENSG00000132855" "ANGPTL3" "angiopoietin like 3"
"5832" "ENSG00000132874" "SLC14A2" "solute carrier family 14 member 2"
"5833" "ENSG00000132879" "FBXO44" "F-box protein 44"
"5834" "ENSG00000132881" "CPLANE2" "ciliogenesis and planar polarity effector 2"
"5837" "ENSG00000132915" "PDE6A" "phosphodiesterase 6A"
"5838" "ENSG00000132932" "ATP8A2" "ATPase phospholipid transporting 8A2"
"5839" "ENSG00000132938" "MTUS2" "microtubule associated scaffold protein 2"
"5840" "ENSG00000132950" "ZMYM5" "zinc finger MYM-type containing 5"
"5841" "ENSG00000132952" "USPL1" "ubiquitin specific peptidase like 1"
"5842" "ENSG00000132953" "XPO4" "exportin 4"
"5843" "ENSG00000132958" "TPTE2" "transmembrane phosphoinositide 3-phosphatase and tensin homolog 2"
"5845" "ENSG00000132964" "CDK8" "cyclin dependent kinase 8"
"5846" "ENSG00000132965" "ALOX5AP" "arachidonate 5-lipoxygenase activating protein"
"5847" "ENSG00000132970" "WASF3" "WASP family member 3"
"5848" "ENSG00000133019" "CHRM3" "cholinergic receptor muscarinic 3"
"5849" "ENSG00000133026" "MYH10" "myosin heavy chain 10"
"5850" "ENSG00000133027" "PEMT" "phosphatidylethanolamine N-methyltransferase"
"5851" "ENSG00000133028" "SCO1" "SCO cytochrome c oxidase assembly protein 1"
"5853" "ENSG00000133048" "CHI3L1" "chitinase 3 like 1"
"5854" "ENSG00000133056" "PIK3C2B" "phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta"
"5856" "ENSG00000133063" "CHIT1" "chitinase 1"
"5857" "ENSG00000133065" "SLC41A1" "solute carrier family 41 member 1"
"5858" "ENSG00000133067" "LGR6" "leucine rich repeat containing G protein-coupled receptor 6"
"5859" "ENSG00000133069" "TMCC2" "transmembrane and coiled-coil domain family 2"
"5860" "ENSG00000133083" "DCLK1" "doublecortin like kinase 1"
"5861" "ENSG00000133101" "CCNA1" "cyclin A1"
"5864" "ENSG00000133106" "EPSTI1" "epithelial stromal interaction 1"
"5865" "ENSG00000133110" "POSTN" "periostin"
"5866" "ENSG00000133111" "RFXAP" "regulatory factor X associated protein"
"5869" "ENSG00000133115" "STOML3" "stomatin like 3"
"5870" "ENSG00000133119" "RFC3" "replication factor C subunit 3"
"5871" "ENSG00000133121" "STARD13" "StAR related lipid transfer domain containing 13"
"5872" "ENSG00000133131" "MORC4" "MORC family CW-type zinc finger 4"
"5873" "ENSG00000133135" "RNF128" "ring finger protein 128"
"5875" "ENSG00000133142" "TCEAL4" "transcription elongation factor A like 4"
"5876" "ENSG00000133193" "FAM104A" "family with sequence similarity 104 member A"
"5877" "ENSG00000133195" "SLC39A11" "solute carrier family 39 member 11"
"5878" "ENSG00000133216" "EPHB2" "EPH receptor B2"
"5881" "ENSG00000133246" "PRAM1" "PML-RARA regulated adaptor molecule 1"
"5882" "ENSG00000133247" "KMT5C" "lysine methyltransferase 5C"
"5883" "ENSG00000133250" "ZNF414" "zinc finger protein 414"
"5884" "ENSG00000133256" "PDE6B" "phosphodiesterase 6B"
"5885" "ENSG00000133265" "HSPBP1" "HSPA (Hsp70) binding protein 1"
"5887" "ENSG00000133302" "SLF1" "SMC5-SMC6 complex localization factor 1"
"5889" "ENSG00000133315" "MACROD1" "mono-ADP ribosylhydrolase 1"
"5890" "ENSG00000133316" "WDR74" "WD repeat domain 74"
"5892" "ENSG00000133321" "PLAAT4" "phospholipase A and acyltransferase 4"
"5893" "ENSG00000133328" "PLAAT2" "phospholipase A and acyltransferase 2"
"5894" "ENSG00000133392" "MYH11" "myosin heavy chain 11"
"5895" "ENSG00000133393" "FOPNL" "FGFR1OP N-terminal like"
"5897" "ENSG00000133401" "PDZD2" "PDZ domain containing 2"
"5898" "ENSG00000133422" "MORC2" "MORC family CW-type zinc finger 2"
"5899" "ENSG00000133424" "LARGE1" "LARGE xylosyl- and glucuronyltransferase 1"
"5900" "ENSG00000133433" "GSTT2B" "glutathione S-transferase theta 2B (gene/pseudogene)"
"5901" "ENSG00000133460" "SLC2A11" "solute carrier family 2 member 11"
"5902" "ENSG00000133466" "C1QTNF6" "C1q and TNF related 6"
"5903" "ENSG00000133477" "FAM83F" "family with sequence similarity 83 member F"
"5904" "ENSG00000133488" "SEC14L4" "SEC14 like lipid binding 4"
"5905" "ENSG00000133561" "GIMAP6" "GTPase, IMAP family member 6"
"5906" "ENSG00000133574" "GIMAP4" "GTPase, IMAP family member 4"
"5907" "ENSG00000133597" "ADCK2" "aarF domain containing kinase 2"
"5909" "ENSG00000133612" "AGAP3" "ArfGAP with GTPase domain, ankyrin repeat and PH domain 3"
"5910" "ENSG00000133619" "KRBA1" "KRAB-A domain containing 1"
"5911" "ENSG00000133627" "ACTR3B" "actin related protein 3B"
"5912" "ENSG00000133636" "NTS" "neurotensin"
"5914" "ENSG00000133640" "LRRIQ1" "leucine rich repeats and IQ motif containing 1"
"5915" "ENSG00000133641" "C12orf29" "chromosome 12 open reading frame 29"
"5916" "ENSG00000133657" "ATP13A3" "ATPase 13A3"
"5917" "ENSG00000133665" "DYDC2" "DPY30 domain containing 2"
"5918" "ENSG00000133678" "TMEM254" "transmembrane protein 254"
"5919" "ENSG00000133687" "TMTC1" "transmembrane O-mannosyltransferase targeting cadherins 1"
"5921" "ENSG00000133704" "IPO8" "importin 8"
"5923" "ENSG00000133710" "SPINK5" "serine peptidase inhibitor, Kazal type 5"
"5924" "ENSG00000133731" "IMPA1" "inositol monophosphatase 1"
"5925" "ENSG00000133739" "LRRCC1" "leucine rich repeat and coiled-coil centrosomal protein 1"
"5926" "ENSG00000133740" "E2F5" "E2F transcription factor 5"
"5927" "ENSG00000133742" "CA1" "carbonic anhydrase 1"
"5931" "ENSG00000133800" "LYVE1" "lymphatic vessel endothelial hyaluronan receptor 1"
"5932" "ENSG00000133805" "AMPD3" "adenosine monophosphate deaminase 3"
"5934" "ENSG00000133816" "MICAL2" "microtubule associated monooxygenase, calponin and LIM domain containing 2"
"5935" "ENSG00000133818" "RRAS2" "RAS related 2"
"5936" "ENSG00000133835" "HSD17B4" "hydroxysteroid 17-beta dehydrogenase 4"
"5937" "ENSG00000133858" "ZFC3H1" "zinc finger C3H1-type containing"
"5939" "ENSG00000133874" "RNF122" "ring finger protein 122"
"5941" "ENSG00000133895" "MEN1" "menin 1"
"5942" "ENSG00000133935" "ERG28" "ergosterol biosynthesis 28 homolog"
"5944" "ENSG00000133958" "UNC79" "unc-79 homolog, NALCN channel complex subunit"
"5946" "ENSG00000133962" "CATSPERB" "cation channel sperm associated auxiliary subunit beta"
"5947" "ENSG00000133983" "COX16" "cytochrome c oxidase assembly factor COX16"
"5950" "ENSG00000134001" "EIF2S1" "eukaryotic translation initiation factor 2 subunit alpha"
"5951" "ENSG00000134007" "ADAM20" "ADAM metallopeptidase domain 20"
"5952" "ENSG00000134013" "LOXL2" "lysyl oxidase like 2"
"5953" "ENSG00000134014" "ELP3" "elongator acetyltransferase complex subunit 3"
"5954" "ENSG00000134028" "ADAMDEC1" "ADAM like decysin 1"
"5955" "ENSG00000134030" "CTIF" "cap binding complex dependent translation initiation factor"
"5956" "ENSG00000134042" "MRO" "maestro"
"5958" "ENSG00000134049" "IER3IP1" "immediate early response 3 interacting protein 1"
"5959" "ENSG00000134056" "MRPS36" "mitochondrial ribosomal protein S36"
"5960" "ENSG00000134057" "CCNB1" "cyclin B1"
"5961" "ENSG00000134058" "CDK7" "cyclin dependent kinase 7"
"5962" "ENSG00000134061" "CD180" "CD180 molecule"
"5963" "ENSG00000134070" "IRAK2" "interleukin 1 receptor associated kinase 2"
"5964" "ENSG00000134072" "CAMK1" "calcium/calmodulin dependent protein kinase I"
"5965" "ENSG00000134077" "THUMPD3" "THUMP domain containing 3"
"5966" "ENSG00000134086" "VHL" "von Hippel-Lindau tumor suppressor"
"5969" "ENSG00000134109" "EDEM1" "ER degradation enhancing alpha-mannosidase like protein 1"
"5970" "ENSG00000134121" "CHL1" "cell adhesion molecule L1 like"
"5971" "ENSG00000134138" "MEIS2" "Meis homeobox 2"
"5972" "ENSG00000134146" "DPH6" "diphthamine biosynthesis 6"
"5973" "ENSG00000134152" "KATNBL1" "katanin regulatory subunit B1 like 1"
"5974" "ENSG00000134153" "EMC7" "ER membrane protein complex subunit 7"
"5975" "ENSG00000134183" "GNAT2" "G protein subunit alpha transducin 2"
"5976" "ENSG00000134184" "GSTM1" "glutathione S-transferase mu 1"
"5978" "ENSG00000134198" "TSPAN2" "tetraspanin 2"
"5979" "ENSG00000134202" "GSTM3" "glutathione S-transferase mu 3"
"5980" "ENSG00000134215" "VAV3" "vav guanine nucleotide exchange factor 3"
"5981" "ENSG00000134222" "PSRC1" "proline and serine rich coiled-coil 1"
"5982" "ENSG00000134240" "HMGCS2" "3-hydroxy-3-methylglutaryl-CoA synthase 2"
"5985" "ENSG00000134245" "WNT2B" "Wnt family member 2B"
"5986" "ENSG00000134247" "PTGFRN" "prostaglandin F2 receptor inhibitor"
"5988" "ENSG00000134250" "NOTCH2" "notch receptor 2"
"5989" "ENSG00000134253" "TRIM45" "tripartite motif containing 45"
"5991" "ENSG00000134256" "CD101" "CD101 molecule"
"5992" "ENSG00000134258" "VTCN1" "V-set domain containing T cell activation inhibitor 1"
"5993" "ENSG00000134262" "AP4B1" "adaptor related protein complex 4 subunit beta 1"
"5994" "ENSG00000134265" "NAPG" "NSF attachment protein gamma"
"5995" "ENSG00000134278" "SPIRE1" "spire type actin nucleation factor 1"
"5997" "ENSG00000134285" "FKBP11" "FKBP prolyl isomerase 11"
"5999" "ENSG00000134291" "TMEM106C" "transmembrane protein 106C"
"6000" "ENSG00000134294" "SLC38A2" "solute carrier family 38 member 2"
"6003" "ENSG00000134317" "GRHL1" "grainyhead like transcription factor 1"
"6005" "ENSG00000134321" "RSAD2" "radical S-adenosyl methionine domain containing 2"
"6006" "ENSG00000134324" "LPIN1" "lipin 1"
"6007" "ENSG00000134326" "CMPK2" "cytidine/uridine monophosphate kinase 2"
"6010" "ENSG00000134339" "SAA2" "serum amyloid A2"
"6011" "ENSG00000134343" "ANO3" "anoctamin 3"
"6013" "ENSG00000134363" "FST" "follistatin"
"6014" "ENSG00000134369" "NAV1" "neuron navigator 1"
"6016" "ENSG00000134375" "TIMM17A" "translocase of inner mitochondrial membrane 17A"
"6017" "ENSG00000134376" "CRB1" "crumbs cell polarity complex component 1"
"6018" "ENSG00000134398" "ERN2" "endoplasmic reticulum to nucleus signaling 2"
"6020" "ENSG00000134440" "NARS1" "asparaginyl-tRNA synthetase 1"
"6021" "ENSG00000134444" "RELCH" "RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing"
"6022" "ENSG00000134452" "FBH1" "F-box DNA helicase 1"
"6024" "ENSG00000134460" "IL2RA" "interleukin 2 receptor subunit alpha"
"6025" "ENSG00000134461" "ANKRD16" "ankyrin repeat domain 16"
"6026" "ENSG00000134463" "ECHDC3" "enoyl-CoA hydratase domain containing 3"
"6027" "ENSG00000134470" "IL15RA" "interleukin 15 receptor subunit alpha"
"6029" "ENSG00000134489" "HRH4" "histamine receptor H4"
"6030" "ENSG00000134490" "TMEM241" "transmembrane protein 241"
"6032" "ENSG00000134508" "CABLES1" "Cdk5 and Abl enzyme substrate 1"
"6033" "ENSG00000134516" "DOCK2" "dedicator of cytokinesis 2"
"6034" "ENSG00000134531" "EMP1" "epithelial membrane protein 1"
"6035" "ENSG00000134532" "SOX5" "SRY-box transcription factor 5"
"6036" "ENSG00000134533" "RERG" "RAS like estrogen regulated growth inhibitor"
"6037" "ENSG00000134539" "KLRD1" "killer cell lectin like receptor D1"
"6038" "ENSG00000134545" "KLRC1" "killer cell lectin like receptor C1"
"6039" "ENSG00000134551" "PRH2" "proline rich protein HaeIII subfamily 2"
"6040" "ENSG00000134569" "LRP4" "LDL receptor related protein 4"
"6041" "ENSG00000134571" "MYBPC3" "myosin binding protein C, cardiac"
"6043" "ENSG00000134588" "USP26" "ubiquitin specific peptidase 26"
"6044" "ENSG00000134590" "RTL8C" "retrotransposon Gag like 8C"
"6045" "ENSG00000134597" "RBMX2" "RNA binding motif protein X-linked 2"
"6047" "ENSG00000134627" "PIWIL4" "piwi like RNA-mediated gene silencing 4"
"6049" "ENSG00000134668" "SPOCD1" "SPOC domain containing 1"
"6050" "ENSG00000134684" "YARS1" "tyrosyl-tRNA synthetase 1"
"6052" "ENSG00000134690" "CDCA8" "cell division cycle associated 8"
"6053" "ENSG00000134697" "GNL2" "G protein nucleolar 2"
"6055" "ENSG00000134709" "HOOK1" "hook microtubule tethering protein 1"
"6056" "ENSG00000134716" "CYP2J2" "cytochrome P450 family 2 subfamily J member 2"
"6057" "ENSG00000134717" "BTF3L4" "basic transcription factor 3 like 4"
"6058" "ENSG00000134744" "TUT4" "terminal uridylyl transferase 4"
"6060" "ENSG00000134755" "DSC2" "desmocollin 2"
"6061" "ENSG00000134757" "DSG3" "desmoglein 3"
"6064" "ENSG00000134762" "DSC3" "desmocollin 3"
"6065" "ENSG00000134769" "DTNA" "dystrobrevin alpha"
"6066" "ENSG00000134775" "FHOD3" "formin homology 2 domain containing 3"
"6068" "ENSG00000134780" "DAGLA" "diacylglycerol lipase alpha"
"6069" "ENSG00000134802" "SLC43A3" "solute carrier family 43 member 3"
"6070" "ENSG00000134809" "TIMM10" "translocase of inner mitochondrial membrane 10"
"6071" "ENSG00000134812" "CBLIF" "cobalamin binding intrinsic factor"
"6072" "ENSG00000134815" "DHX34" "DExH-box helicase 34"
"6073" "ENSG00000134824" "FADS2" "fatty acid desaturase 2"
"6075" "ENSG00000134827" "TCN1" "transcobalamin 1"
"6076" "ENSG00000134830" "C5AR2" "complement component 5a receptor 2"
"6077" "ENSG00000134851" "TMEM165" "transmembrane protein 165"
"6079" "ENSG00000134853" "PDGFRA" "platelet derived growth factor receptor alpha"
"6080" "ENSG00000134864" "GGACT" "gamma-glutamylamine cyclotransferase"
"6081" "ENSG00000134871" "COL4A2" "collagen type IV alpha 2 chain"
"6082" "ENSG00000134873" "CLDN10" "claudin 10"
"6083" "ENSG00000134874" "DZIP1" "DAZ interacting zinc finger protein 1"
